ICAO,ultimo_parado,despegue,tiempo_espera,aircraft_type,fecha_despegue,hora_despegue
347643,2024-12-04 23:29:08.930,2024-12-04 23:31:27.896,138.966,High vortex aircraft,2024-12-04,23
347643,2024-12-06 06:41:47.106,2024-12-06 06:59:29.971,1062.865,High vortex aircraft,2024-12-06,6
347643,2024-12-06 14:18:39.829,2024-12-06 14:25:14.425,394.596,High vortex aircraft,2024-12-06,14
347643,2024-12-06 23:09:30.736,2024-12-06 23:11:25.086,114.35,High vortex aircraft,2024-12-06,23
347691,2024-12-01 06:30:34.088,2024-12-01 06:31:11.067,36.979,High vortex aircraft,2024-12-01,6
347691,2024-12-01 15:09:11.280,2024-12-01 15:20:41.856,690.576,High vortex aircraft,2024-12-01,15
347691,2024-12-03 06:57:14.418,2024-12-03 06:58:06.035,51.617,Rotorcraft,2024-12-03,6
347691,2024-12-03 15:57:37.837,2024-12-03 15:59:05.458,87.621,High vortex aircraft,2024-12-03,15
347691,2024-12-04 15:53:51.540,2024-12-04 15:54:27.579,36.039,High vortex aircraft,2024-12-04,15
347691,2024-12-05 15:59:55.662,2024-12-05 16:02:02.747,127.085,High vortex aircraft,2024-12-05,16
347691,2024-12-06 23:28:46.510,2024-12-06 23:29:32.580,46.07,High vortex aircraft,2024-12-06,23
3C542B,2024-12-03 21:13:34.140,2024-12-03 21:19:49.488,375.348,High vortex aircraft,2024-12-03,21
3C542B,2024-12-05 21:30:49.179,2024-12-05 21:31:11.758,22.579,High vortex aircraft,2024-12-05,21
4075FE,2024-12-05 11:35:16.437,2024-12-05 11:43:32.015,495.578,High vortex aircraft,2024-12-05,11
4CADA6,2024-12-01 04:59:49.165,2024-12-01 05:00:56.920,67.755,Heavy (larger than 136000 kg),2024-12-01,5
4CADA6,2024-12-07 17:08:25.548,2024-12-07 17:19:55.060,689.512,High vortex aircraft,2024-12-07,17
E8027A,2024-12-02 10:56:41.623,2024-12-02 11:00:02.986,201.363,High vortex aircraft,2024-12-02,11
06A2F1,2024-12-04 20:40:08.207,2024-12-04 20:41:34.193,85.986,High vortex aircraft,2024-12-04,20
34714D,2024-12-04 14:07:23.843,2024-12-04 14:07:43.857,20.014,High vortex aircraft,2024-12-04,14
4402FF,2024-12-01 08:26:03.173,2024-12-01 08:26:22.571,19.398,High vortex aircraft,2024-12-01,8
48455A,2024-12-05 12:56:02.372,2024-12-05 12:56:35.121,32.749,High vortex aircraft,2024-12-05,12
48455A,2024-12-06 19:57:19.269,2024-12-06 20:09:25.770,726.501,High vortex aircraft,2024-12-06,20
4D00C3,2024-12-01 20:07:04.477,2024-12-03 15:30:09.218,156184.741,High vortex aircraft,2024-12-03,15
34660E,2024-12-02 13:28:54.179,2024-12-02 13:29:15.946,21.767,High vortex aircraft,2024-12-02,13
34754C,2024-12-01 06:45:19.420,2024-12-01 06:53:41.351,501.931,High vortex aircraft,2024-12-01,6
34754C,2024-12-01 15:47:08.869,2024-12-01 15:47:31.998,23.129,High vortex aircraft,2024-12-01,15
34754C,2024-12-02 07:01:42.339,2024-12-02 07:10:18.830,516.491,High vortex aircraft,2024-12-02,7
34754C,2024-12-02 11:38:33.335,2024-12-02 11:40:04.614,91.279,High vortex aircraft,2024-12-02,11
34754C,2024-12-02 20:50:22.231,2024-12-02 20:50:49.744,27.513,Heavy (larger than 136000 kg),2024-12-02,20
34754C,2024-12-03 15:01:32.092,2024-12-03 15:02:01.555,29.463,Heavy (larger than 136000 kg),2024-12-03,15
34754C,2024-12-03 19:16:13.166,2024-12-03 19:25:57.407,584.241,High vortex aircraft,2024-12-03,19
34754C,2024-12-04 10:24:48.356,2024-12-04 10:32:18.419,450.063,High vortex aircraft,2024-12-04,10
34754C,2024-12-04 15:44:05.140,2024-12-04 15:44:33.867,28.727,High vortex aircraft,2024-12-04,15
34754C,2024-12-05 07:45:54.019,2024-12-05 07:57:04.747,670.728,High vortex aircraft,2024-12-05,7
34754C,2024-12-05 15:00:54.775,2024-12-05 15:01:20.544,25.769,High vortex aircraft,2024-12-05,15
34754C,2024-12-05 22:37:41.568,2024-12-05 22:41:14.577,213.009,High vortex aircraft,2024-12-05,22
34754C,2024-12-06 09:27:50.357,2024-12-06 09:34:28.875,398.518,High vortex aircraft,2024-12-06,9
34754C,2024-12-06 16:40:39.430,2024-12-06 16:52:21.569,702.139,High vortex aircraft,2024-12-06,16
34754C,2024-12-06 20:58:15.234,2024-12-06 20:58:40.606,25.372,High vortex aircraft,2024-12-06,20
34754C,2024-12-07 11:11:21.524,2024-12-07 11:13:48.634,147.11,High vortex aircraft,2024-12-07,11
34754C,2024-12-07 20:35:07.694,2024-12-07 20:39:06.382,238.688,High vortex aircraft,2024-12-07,20
3CC108,2024-12-01 19:12:01.459,2024-12-01 19:12:30.443,28.984,High vortex aircraft,2024-12-01,19
407534,2024-12-03 12:17:31.148,2024-12-03 12:17:55.389,24.241,High vortex aircraft,2024-12-03,12
46B82D,2024-12-01 12:18:58.312,2024-12-01 12:19:31.476,33.164,High vortex aircraft,2024-12-01,12
46B82D,2024-12-02 12:56:18.068,2024-12-02 12:56:39.634,21.566,High vortex aircraft,2024-12-02,12
4BA932,2024-12-04 18:05:30.289,2024-12-04 18:09:05.249,214.96,High vortex aircraft,2024-12-04,18
E80459,2024-12-01 12:25:12.068,2024-12-07 11:58:16.082,516784.014,High vortex aircraft,2024-12-07,11
E80459,2024-12-07 21:41:37.163,2024-12-07 21:51:04.404,567.241,High vortex aircraft,2024-12-07,21
342105,2024-12-01 12:29:53.853,2024-12-01 12:30:20.124,26.271,High vortex aircraft,2024-12-01,12
342105,2024-12-01 19:34:42.980,2024-12-01 19:38:38.584,235.604,High vortex aircraft,2024-12-01,19
342105,2024-12-02 11:05:36.640,2024-12-02 11:07:06.444,89.804,High vortex aircraft,2024-12-02,11
342105,2024-12-02 16:35:48.458,2024-12-02 16:40:17.655,269.197,High vortex aircraft,2024-12-02,16
342105,2024-12-03 08:06:42.960,2024-12-03 08:08:08.510,85.55,High vortex aircraft,2024-12-03,8
342105,2024-12-03 14:59:07.386,2024-12-03 15:00:36.484,89.098,High vortex aircraft,2024-12-03,15
342105,2024-12-04 07:53:18.746,2024-12-04 08:03:56.105,637.359,High vortex aircraft,2024-12-04,8
342105,2024-12-04 15:20:01.200,2024-12-04 15:20:33.022,31.822,High vortex aircraft,2024-12-04,15
342105,2024-12-04 20:45:58.801,2024-12-04 20:54:52.794,533.993,High vortex aircraft,2024-12-04,20
342105,2024-12-05 15:16:48.195,2024-12-05 15:17:12.635,24.44,High vortex aircraft,2024-12-05,15
342105,2024-12-05 19:35:46.208,2024-12-05 19:40:46.429,300.221,High vortex aircraft,2024-12-05,19
342105,2024-12-06 11:17:38.440,2024-12-06 11:18:06.725,28.285,High vortex aircraft,2024-12-06,11
342105,2024-12-06 18:27:46.755,2024-12-06 18:37:39.191,592.436,Heavy (larger than 136000 kg),2024-12-06,18
342105,2024-12-06 23:23:08.162,2024-12-06 23:23:30.472,22.31,High vortex aircraft,2024-12-06,23
342105,2024-12-07 07:30:54.349,2024-12-07 07:31:14.971,20.622,High vortex aircraft,2024-12-07,7
342105,2024-12-07 14:52:08.433,2024-12-07 14:52:30.041,21.608,High vortex aircraft,2024-12-07,14
342105,2024-12-07 22:16:16.510,2024-12-07 22:16:41.822,25.312,High vortex aircraft,2024-12-07,22
39E68E,2024-12-03 09:20:47.648,2024-12-03 09:21:15.291,27.643,High vortex aircraft,2024-12-03,9
405457,2024-12-02 12:12:15.157,2024-12-02 12:13:16.345,61.188,High vortex aircraft,2024-12-02,12
4951CE,2024-12-04 09:33:31.374,2024-12-04 09:44:08.385,637.011,High vortex aircraft,2024-12-04,9
4ACA0C,2024-12-05 12:39:49.793,2024-12-05 12:51:40.290,710.497,High vortex aircraft,2024-12-05,12
4B194D,2024-12-01 19:11:29.934,2024-12-01 19:21:10.721,580.787,High vortex aircraft,2024-12-01,19
4B194D,2024-12-04 18:40:59.295,2024-12-04 18:51:39.672,640.377,High vortex aircraft,2024-12-04,18
0D085C,2024-12-05 12:33:52.366,2024-12-05 12:48:07.631,855.265,High vortex aircraft,2024-12-05,12
347301,2024-12-05 16:05:35.238,2024-12-05 16:05:58.235,22.997,High vortex aircraft,2024-12-05,16
39BDAE,2024-12-07 10:02:16.094,2024-12-07 10:02:46.296,30.202,High vortex aircraft,2024-12-07,10
3C64A8,2024-12-03 11:08:29.084,2024-12-03 11:08:58.591,29.507,High vortex aircraft,2024-12-03,11
738055,2024-12-05 23:10:50.009,2024-12-05 23:14:43.518,233.509,High vortex aircraft,2024-12-05,23
34210D,2024-12-03 03:06:14.829,2024-12-03 03:10:24.832,250.003,High vortex aircraft,2024-12-03,3
34210D,2024-12-04 01:43:34.235,2024-12-04 01:44:07.757,33.522,High vortex aircraft,2024-12-04,1
34210D,2024-12-05 03:20:13.651,2024-12-05 03:35:40.216,926.565,High vortex aircraft,2024-12-05,3
34210D,2024-12-05 22:56:23.881,2024-12-06 03:42:24.905,17161.024,High vortex aircraft,2024-12-06,3
345692,2024-12-01 09:30:43.443,2024-12-01 09:39:01.358,497.915,High vortex aircraft,2024-12-01,9
345692,2024-12-01 19:05:10.963,2024-12-01 19:10:37.942,326.979,Heavy (larger than 136000 kg),2024-12-01,19
345692,2024-12-02 07:07:54.807,2024-12-02 07:08:15.207,20.4,High vortex aircraft,2024-12-02,7
345692,2024-12-02 14:26:18.785,2024-12-02 14:26:45.980,27.195,Heavy (larger than 136000 kg),2024-12-02,14
345692,2024-12-02 19:41:10.172,2024-12-02 20:50:50.969,4180.797,High vortex aircraft,2024-12-02,20
345692,2024-12-03 09:22:05.434,2024-12-03 09:31:31.118,565.684,High vortex aircraft,2024-12-03,9
345692,2024-12-03 15:34:03.279,2024-12-03 15:34:24.436,21.157,High vortex aircraft,2024-12-03,15
345692,2024-12-03 21:32:05.985,2024-12-03 21:32:30.608,24.623,High vortex aircraft,2024-12-03,21
345692,2024-12-04 07:48:53.021,2024-12-04 08:12:37.534,1424.513,High vortex aircraft,2024-12-04,8
345692,2024-12-04 14:39:29.151,2024-12-04 14:39:49.350,20.199,High vortex aircraft,2024-12-04,14
345692,2024-12-04 20:54:44.952,2024-12-04 20:55:05.721,20.769,High vortex aircraft,2024-12-04,20
345692,2024-12-05 09:31:09.016,2024-12-05 09:39:23.813,494.797,High vortex aircraft,2024-12-05,9
345692,2024-12-06 06:26:02.021,2024-12-06 06:26:28.359,26.338,High vortex aircraft,2024-12-06,6
345692,2024-12-06 09:27:26.415,2024-12-06 09:27:26.819,0.404,High vortex aircraft,2024-12-06,9
345692,2024-12-06 11:19:40.486,2024-12-06 11:20:01.122,20.636,High vortex aircraft,2024-12-06,11
345692,2024-12-06 17:03:56.188,2024-12-06 17:04:19.669,23.481,Heavy (larger than 136000 kg),2024-12-06,17
345692,2024-12-07 07:51:42.785,2024-12-07 07:52:05.420,22.635,High vortex aircraft,2024-12-07,7
345692,2024-12-07 16:50:54.327,2024-12-07 16:51:57.948,63.621,High vortex aircraft,2024-12-07,16
3C65C7,2024-12-06 15:59:33.891,2024-12-06 16:15:18.676,944.785,High vortex aircraft,2024-12-06,16
4010E9,2024-12-02 18:53:03.189,2024-12-02 18:53:30.747,27.558,High vortex aircraft,2024-12-02,18
48C136,2024-12-02 11:12:26.144,2024-12-02 11:17:42.853,316.709,Rotorcraft,2024-12-02,11
AA44D0,2024-12-04 13:22:40.160,2024-12-04 13:23:13.465,33.305,Heavy (larger than 136000 kg),2024-12-04,13
347481,2024-12-01 07:43:44.877,2024-12-01 07:44:16.021,31.144,High vortex aircraft,2024-12-01,7
347481,2024-12-01 11:59:24.119,2024-12-01 12:12:13.692,769.573,High vortex aircraft,2024-12-01,12
347481,2024-12-01 16:14:20.407,2024-12-01 16:28:16.425,836.018,High vortex aircraft,2024-12-01,16
347481,2024-12-02 09:46:11.917,2024-12-02 09:46:42.162,30.245,High vortex aircraft,2024-12-02,9
347481,2024-12-02 14:39:14.335,2024-12-02 14:39:37.462,23.127,High vortex aircraft,2024-12-02,14
347481,2024-12-03 05:52:59.131,2024-12-03 05:54:16.881,77.75,High vortex aircraft,2024-12-03,5
347481,2024-12-03 09:50:01.468,2024-12-03 09:50:31.886,30.418,High vortex aircraft,2024-12-03,9
347481,2024-12-03 14:37:32.437,2024-12-03 14:38:01.842,29.405,High vortex aircraft,2024-12-03,14
347481,2024-12-04 06:23:24.220,2024-12-04 06:35:12.599,708.379,High vortex aircraft,2024-12-04,6
347481,2024-12-04 14:24:18.072,2024-12-04 14:31:38.469,440.397,High vortex aircraft,2024-12-04,14
347481,2024-12-05 06:31:07.576,2024-12-05 06:31:36.045,28.469,High vortex aircraft,2024-12-05,6
347481,2024-12-05 15:01:09.256,2024-12-05 15:02:54.052,104.796,High vortex aircraft,2024-12-05,15
347481,2024-12-05 19:26:24.437,2024-12-05 19:36:12.175,587.738,Heavy (larger than 136000 kg),2024-12-05,19
347481,2024-12-06 05:59:15.868,2024-12-06 06:01:54.485,158.617,High vortex aircraft,2024-12-06,6
347481,2024-12-06 09:59:46.256,2024-12-06 10:00:10.102,23.846,High vortex aircraft,2024-12-06,10
347481,2024-12-06 14:45:48.722,2024-12-06 14:46:14.129,25.407,High vortex aircraft,2024-12-06,14
347481,2024-12-07 06:04:38.870,2024-12-07 06:05:01.103,22.233,High vortex aircraft,2024-12-07,6
347481,2024-12-07 09:43:15.433,2024-12-07 09:50:07.212,411.779,High vortex aircraft,2024-12-07,9
347481,2024-12-07 14:03:54.515,2024-12-07 14:04:22.642,28.127,High vortex aircraft,2024-12-07,14
3533C2,2024-12-03 10:43:27.816,2024-12-03 10:43:39.955,12.139,High vortex aircraft,2024-12-03,10
3533C2,2024-12-03 10:49:10.648,2024-12-03 10:49:28.852,18.204,High vortex aircraft,2024-12-03,10
407464,2024-12-06 12:11:12.574,2024-12-06 12:11:37.462,24.888,High vortex aircraft,2024-12-06,12
48418C,2024-12-06 13:03:30.320,2024-12-06 13:03:55.493,25.173,High vortex aircraft,2024-12-06,13
4D23FA,2024-12-05 18:06:32.179,2024-12-05 18:06:54.607,22.428,High vortex aircraft,2024-12-05,18
344416,2024-12-01 10:35:25.771,2024-12-01 10:36:49.982,84.211,High vortex aircraft,2024-12-01,10
344416,2024-12-01 14:43:12.999,2024-12-01 14:45:59.727,166.728,High vortex aircraft,2024-12-01,14
344416,2024-12-02 06:32:06.401,2024-12-02 08:09:45.695,5859.294,High vortex aircraft,2024-12-02,8
344416,2024-12-02 14:50:45.520,2024-12-02 14:51:13.217,27.697,High vortex aircraft,2024-12-02,14
344416,2024-12-02 22:09:14.413,2024-12-02 22:09:36.489,22.076,High vortex aircraft,2024-12-02,22
344416,2024-12-03 08:00:28.586,2024-12-03 08:02:15.247,106.661,Heavy (larger than 136000 kg),2024-12-03,8
344416,2024-12-03 22:29:48.514,2024-12-03 22:30:57.583,69.069,High vortex aircraft,2024-12-03,22
344416,2024-12-04 08:05:16.442,2024-12-04 08:05:45.382,28.94,Heavy (larger than 136000 kg),2024-12-04,8
344416,2024-12-04 15:18:43.269,2024-12-04 15:19:05.331,22.062,High vortex aircraft,2024-12-04,15
344416,2024-12-05 05:44:11.954,2024-12-05 05:45:27.150,75.196,High vortex aircraft,2024-12-05,5
344416,2024-12-05 11:20:25.335,2024-12-05 11:20:48.263,22.928,High vortex aircraft,2024-12-05,11
344416,2024-12-05 18:59:36.514,2024-12-05 19:00:00.587,24.073,High vortex aircraft,2024-12-05,19
344416,2024-12-06 10:27:28.098,2024-12-06 10:27:52.502,24.404,High vortex aircraft,2024-12-06,10
344416,2024-12-06 15:06:33.827,2024-12-06 15:08:03.639,89.812,High vortex aircraft,2024-12-06,15
344416,2024-12-06 19:09:41.517,2024-12-06 19:16:54.474,432.957,High vortex aircraft,2024-12-06,19
344416,2024-12-07 09:09:06.633,2024-12-07 09:13:36.317,269.684,High vortex aircraft,2024-12-07,9
344416,2024-12-07 16:10:24.250,2024-12-07 16:25:25.397,901.147,High vortex aircraft,2024-12-07,16
344450,2024-12-06 14:03:32.974,2024-12-06 14:04:00.371,27.397,High vortex aircraft,2024-12-06,14
344450,2024-12-07 15:56:15.470,2024-12-07 15:56:52.971,37.501,Heavy (larger than 136000 kg),2024-12-07,15
3453C1,2024-12-01 06:28:20.132,2024-12-01 06:28:44.380,24.248,High vortex aircraft,2024-12-01,6
3453C1,2024-12-01 14:45:04.909,2024-12-01 14:53:12.703,487.794,High vortex aircraft,2024-12-01,14
3453C1,2024-12-02 05:44:13.491,2024-12-02 05:44:42.243,28.752,High vortex aircraft,2024-12-02,5
3453C1,2024-12-02 09:36:46.600,2024-12-02 09:38:11.959,85.359,High vortex aircraft,2024-12-02,9
3453C1,2024-12-02 14:30:08.572,2024-12-02 14:30:33.635,25.063,High vortex aircraft,2024-12-02,14
3453C1,2024-12-02 19:10:09.345,2024-12-02 19:10:33.339,23.994,High vortex aircraft,2024-12-02,19
3453C1,2024-12-03 10:59:34.674,2024-12-03 11:00:03.672,28.998,High vortex aircraft,2024-12-03,11
3453C1,2024-12-04 11:29:08.046,2024-12-04 11:29:42.109,34.063,Heavy (larger than 136000 kg),2024-12-04,11
3453C1,2024-12-04 18:31:09.364,2024-12-04 18:31:49.575,40.211,High vortex aircraft,2024-12-04,18
3453C1,2024-12-05 11:03:42.232,2024-12-05 11:14:46.072,663.84,High vortex aircraft,2024-12-05,11
3453C1,2024-12-05 15:57:21.411,2024-12-05 15:57:54.673,33.262,Heavy (larger than 136000 kg),2024-12-05,15
3453C1,2024-12-06 06:24:30.354,2024-12-06 06:40:53.032,982.678,High vortex aircraft,2024-12-06,6
3453C1,2024-12-06 13:35:06.407,2024-12-06 13:43:56.918,530.511,High vortex aircraft,2024-12-06,13
3453C1,2024-12-06 19:16:38.923,2024-12-06 19:17:07.075,28.152,High vortex aircraft,2024-12-06,19
3453C1,2024-12-07 14:39:51.386,2024-12-07 14:40:21.872,30.486,High vortex aircraft,2024-12-07,14
3453C1,2024-12-07 20:49:48.944,2024-12-07 21:01:27.633,698.689,High vortex aircraft,2024-12-07,21
3461CD,2024-12-05 16:10:11.495,2024-12-05 16:10:30.406,18.911,High vortex aircraft,2024-12-05,16
347259,2024-12-01 12:12:56.987,2024-12-01 12:13:33.002,36.015,High vortex aircraft,2024-12-01,12
347259,2024-12-02 11:09:09.289,2024-12-02 11:11:05.028,115.739,High vortex aircraft,2024-12-02,11
347259,2024-12-03 11:06:19.785,2024-12-03 11:08:22.818,123.033,Heavy (larger than 136000 kg),2024-12-03,11
347259,2024-12-04 11:11:15.019,2024-12-04 11:19:31.610,496.591,High vortex aircraft,2024-12-04,11
347259,2024-12-05 11:51:03.487,2024-12-05 11:52:25.307,81.82,High vortex aircraft,2024-12-05,11
347259,2024-12-06 11:28:07.785,2024-12-06 11:30:11.399,123.614,High vortex aircraft,2024-12-06,11
347259,2024-12-07 11:22:15.835,2024-12-07 11:30:13.336,477.501,Heavy (larger than 136000 kg),2024-12-07,11
44CDCD,2024-12-02 11:43:57.396,2024-12-02 11:54:03.940,606.544,High vortex aircraft,2024-12-02,11
44CDCD,2024-12-04 16:44:31.592,2024-12-04 16:45:40.477,68.885,High vortex aircraft,2024-12-04,16
34520E,2024-12-01 11:09:01.033,2024-12-01 11:09:27.150,26.117,High vortex aircraft,2024-12-01,11
34520E,2024-12-02 08:39:43.945,2024-12-02 08:40:15.794,31.849,High vortex aircraft,2024-12-02,8
34520E,2024-12-03 15:13:50.595,2024-12-03 15:14:22.376,31.781,High vortex aircraft,2024-12-03,15
34520E,2024-12-04 12:42:51.537,2024-12-04 12:49:03.235,371.698,High vortex aircraft,2024-12-04,12
34520E,2024-12-06 12:01:32.209,2024-12-06 12:01:55.108,22.899,High vortex aircraft,2024-12-06,12
3461CB,2024-12-01 19:20:51.282,2024-12-03 04:05:44.111,117892.829,High vortex aircraft,2024-12-03,4
3461CB,2024-12-03 11:39:27.175,2024-12-03 11:41:00.670,93.495,High vortex aircraft,2024-12-03,11
3461CB,2024-12-04 12:37:50.605,2024-12-04 12:38:14.556,23.951,High vortex aircraft,2024-12-04,12
3461CB,2024-12-05 23:36:37.319,2024-12-05 23:37:12.509,35.19,High vortex aircraft,2024-12-05,23
3461CB,2024-12-07 12:05:52.322,2024-12-07 12:06:14.372,22.05,High vortex aircraft,2024-12-07,12
347588,2024-12-01 10:57:01.556,2024-12-01 10:57:22.008,20.452,High vortex aircraft,2024-12-01,10
347588,2024-12-01 18:09:02.613,2024-12-01 18:09:26.537,23.924,High vortex aircraft,2024-12-01,18
347588,2024-12-02 06:30:15.719,2024-12-02 06:30:47.579,31.86,High vortex aircraft,2024-12-02,6
347588,2024-12-02 10:54:49.372,2024-12-02 10:55:14.037,24.665,High vortex aircraft,2024-12-02,10
347588,2024-12-02 17:54:04.120,2024-12-02 17:58:15.720,251.6,High vortex aircraft,2024-12-02,17
347588,2024-12-03 05:29:40.298,2024-12-03 05:30:48.989,68.691,High vortex aircraft,2024-12-03,5
347588,2024-12-03 12:49:37.864,2024-12-03 12:50:08.992,31.128,High vortex aircraft,2024-12-03,12
347588,2024-12-03 20:10:03.738,2024-12-03 20:10:26.621,22.883,Heavy (larger than 136000 kg),2024-12-03,20
347588,2024-12-04 11:26:22.335,2024-12-04 11:26:44.355,22.02,Heavy (larger than 136000 kg),2024-12-04,11
347588,2024-12-04 17:45:09.089,2024-12-04 19:41:01.232,6952.143,High vortex aircraft,2024-12-04,19
347588,2024-12-05 10:22:48.139,2024-12-05 10:30:51.432,483.293,High vortex aircraft,2024-12-05,10
347588,2024-12-05 16:04:29.808,2024-12-05 16:04:59.486,29.678,High vortex aircraft,2024-12-05,16
347588,2024-12-06 06:29:42.019,2024-12-06 06:30:12.153,30.134,High vortex aircraft,2024-12-06,6
347588,2024-12-06 11:28:19.956,2024-12-06 11:28:41.991,22.035,High vortex aircraft,2024-12-06,11
347588,2024-12-06 19:20:19.796,2024-12-06 19:20:44.308,24.512,High vortex aircraft,2024-12-06,19
347588,2024-12-07 10:58:33.063,2024-12-07 11:06:56.744,503.681,High vortex aircraft,2024-12-07,11
347588,2024-12-07 15:33:24.338,2024-12-07 15:33:50.368,26.03,High vortex aircraft,2024-12-07,15
3CC158,2024-12-05 13:35:25.010,2024-12-05 13:36:12.764,47.754,High vortex aircraft,2024-12-05,13
407600,2024-12-01 18:02:24.147,2024-12-01 18:02:43.219,19.072,High vortex aircraft,2024-12-01,18
407600,2024-12-04 17:28:32.240,2024-12-04 17:28:58.069,25.829,High vortex aircraft,2024-12-04,17
4BC853,2024-12-04 14:03:45.339,2024-12-04 14:04:04.819,19.48,High vortex aircraft,2024-12-04,14
4CA9A9,2024-12-05 13:21:16.292,2024-12-05 13:32:32.647,676.355,High vortex aircraft,2024-12-05,13
4CA9A9,2024-12-06 05:42:28.120,2024-12-06 05:43:01.612,33.492,High vortex aircraft,2024-12-06,5
4CA9A9,2024-12-06 13:04:54.489,2024-12-06 13:21:01.524,967.035,High vortex aircraft,2024-12-06,13
4CA9A9,2024-12-07 05:18:55.129,2024-12-07 05:38:00.084,1144.955,High vortex aircraft,2024-12-07,5
4CA9A9,2024-12-07 12:42:14.122,2024-12-07 12:42:43.777,29.655,High vortex aircraft,2024-12-07,12
4CA9A9,2024-12-07 18:50:36.924,2024-12-07 18:51:06.690,29.766,High vortex aircraft,2024-12-07,18
4D02D9,2024-12-04 14:22:02.477,2024-12-04 14:22:26.185,23.708,High vortex aircraft,2024-12-04,14
780FF1,2024-12-03 10:02:07.860,2024-12-03 10:13:23.533,675.673,Heavy (larger than 136000 kg),2024-12-03,10
896212,2024-12-03 20:54:06.009,2024-12-03 20:58:44.026,278.017,Heavy (larger than 136000 kg),2024-12-03,20
A638E4,2024-12-01 14:38:41.532,2024-12-01 14:39:05.672,24.14,High vortex aircraft,2024-12-01,14
3462C9,2024-12-01 14:37:44.251,2024-12-01 14:55:49.376,1085.125,High vortex aircraft,2024-12-01,14
3462C9,2024-12-02 14:44:45.594,2024-12-02 14:45:22.507,36.913,High vortex aircraft,2024-12-02,14
3462C9,2024-12-04 16:11:33.332,2024-12-04 16:12:13.216,39.884,High vortex aircraft,2024-12-04,16
3462C9,2024-12-06 03:45:35.055,2024-12-06 03:46:15.378,40.323,High vortex aircraft,2024-12-06,3
3462C9,2024-12-07 06:31:44.663,2024-12-07 06:32:18.820,34.157,High vortex aircraft,2024-12-07,6
3462C9,2024-12-07 16:30:35.646,2024-12-07 16:31:12.718,37.072,High vortex aircraft,2024-12-07,16
34660B,2024-12-01 07:29:55.328,2024-12-01 07:37:37.920,462.592,High vortex aircraft,2024-12-01,7
34660B,2024-12-01 19:38:26.772,2024-12-01 19:49:01.927,635.155,High vortex aircraft,2024-12-01,19
34660B,2024-12-02 08:04:09.309,2024-12-02 08:12:51.533,522.224,High vortex aircraft,2024-12-02,8
34660B,2024-12-02 14:11:24.240,2024-12-02 14:12:39.053,74.813,High vortex aircraft,2024-12-02,14
34660B,2024-12-02 18:49:44.899,2024-12-02 18:50:15.906,31.007,High vortex aircraft,2024-12-02,18
34660B,2024-12-03 11:13:22.947,2024-12-03 11:20:33.723,430.776,High vortex aircraft,2024-12-03,11
34660B,2024-12-03 17:12:11.692,2024-12-03 17:24:03.040,711.348,Heavy (larger than 136000 kg),2024-12-03,17
34660B,2024-12-03 21:12:56.917,2024-12-03 21:23:31.064,634.147,High vortex aircraft,2024-12-03,21
34660B,2024-12-04 07:56:02.288,2024-12-04 07:56:26.967,24.679,High vortex aircraft,2024-12-04,7
34660B,2024-12-04 15:47:21.385,2024-12-04 15:48:28.560,67.175,High vortex aircraft,2024-12-04,15
34660B,2024-12-04 21:45:15.132,2024-12-04 21:46:53.608,98.476,High vortex aircraft,2024-12-04,21
34660B,2024-12-05 07:36:52.599,2024-12-05 07:44:46.907,474.308,High vortex aircraft,2024-12-05,7
34660B,2024-12-05 12:26:37.094,2024-12-05 12:27:05.163,28.069,High vortex aircraft,2024-12-05,12
34660B,2024-12-05 19:08:30.375,2024-12-05 19:08:57.249,26.874,High vortex aircraft,2024-12-05,19
34660B,2024-12-06 06:46:14.155,2024-12-06 06:46:35.052,20.897,High vortex aircraft,2024-12-06,6
34660B,2024-12-06 11:04:51.971,2024-12-06 11:05:13.566,21.595,High vortex aircraft,2024-12-06,11
34660B,2024-12-06 17:11:38.572,2024-12-06 17:18:03.293,384.721,High vortex aircraft,2024-12-06,17
34660B,2024-12-07 07:20:46.500,2024-12-07 07:22:27.469,100.969,High vortex aircraft,2024-12-07,7
34660B,2024-12-07 19:26:11.526,2024-12-07 19:26:34.888,23.362,Heavy (larger than 136000 kg),2024-12-07,19
4D24AD,2024-12-01 09:34:49.566,2024-12-01 09:51:32.342,1002.776,High vortex aircraft,2024-12-01,9
8960EC,2024-12-03 13:46:45.092,2024-12-03 13:47:16.680,31.588,High vortex aircraft,2024-12-03,13
8960EC,2024-12-05 13:46:04.313,2024-12-05 13:47:31.795,87.482,High vortex aircraft,2024-12-05,13
0200F8,2024-12-02 18:19:43.685,2024-12-02 18:21:05.485,81.8,High vortex aircraft,2024-12-02,18
345204,2024-12-01 15:07:39.894,2024-12-01 15:08:08.516,28.622,High vortex aircraft,2024-12-01,15
345204,2024-12-02 10:00:18.000,2024-12-02 10:01:29.656,71.656,High vortex aircraft,2024-12-02,10
345204,2024-12-02 18:55:50.033,2024-12-02 18:56:10.945,20.912,High vortex aircraft,2024-12-02,18
345204,2024-12-05 15:40:40.710,2024-12-05 15:41:52.357,71.647,High vortex aircraft,2024-12-05,15
345204,2024-12-06 09:11:08.027,2024-12-06 09:19:59.927,531.9,High vortex aircraft,2024-12-06,9
34640E,2024-12-02 11:50:04.610,2024-12-02 11:50:31.356,26.746,High vortex aircraft,2024-12-02,11
